strategy_id,asset_key,asset_name,market,symbol,phase,variant_id,side,signal_time,entry_index,exit_index,entry_time,exit_time,entry_price,exit_price,net_units,r_multiple,tp_units,sl_units,cost_units,exit_reason,bars_held,source,tp_mode,sl_mode,size_mode,size_multiplier
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-06-23T00:00:00Z,127246,127250,2025-06-23T00:15:00Z,2025-06-23T01:15:00Z,3368.49,3353.49,1500,3,1500,500,0,tp,5,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-06-23T12:15:00Z,127295,127297,2025-06-23T12:30:00Z,2025-06-23T13:00:00Z,3362.65,3367.65,-500,-1,1500,500,0,sl,3,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2025-07-04T03:45:00Z,128089,128111,2025-07-04T04:00:00Z,2025-07-04T09:30:00Z,3338.37,3333.37,-500,-1,1500,500,0,sl,23,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2025-07-31T12:00:00Z,129854,129860,2025-07-31T12:15:00Z,2025-07-31T13:45:00Z,3307.41,3302.41,-500,-1,1500,500,0,sl,7,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-08-06T08:45:00Z,130209,130225,2025-08-06T09:00:00Z,2025-08-06T13:00:00Z,3365.17,3370.17,-500,-1,1500,500,0,sl,17,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-09-12T09:00:00Z,132684,132684,2025-09-12T09:15:00Z,2025-09-12T09:15:00Z,3639.69,3644.69,-500,-1,1500,500,0,sl,1,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-09-17T06:15:00Z,132949,132963,2025-09-17T06:30:00Z,2025-09-17T10:00:00Z,3675.97,3660.97,1500,3,1500,500,0,tp,15,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-09-25T11:00:00Z,133520,133520,2025-09-25T11:15:00Z,2025-09-25T11:15:00Z,3743.5,3748.5,-500,-1,1500,500,0,sl,1,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.86
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2025-10-03T06:00:00Z,134052,134078,2025-10-03T06:15:00Z,2025-10-03T12:45:00Z,3859.39,3874.39,1500,3,1500,500,0,tp,27,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.98
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2025-11-20T01:45:00Z,137159,137159,2025-11-20T02:00:00Z,2025-11-20T02:00:00Z,4081.6,4066.6,1500,3,1500,500,0,tp,1,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.94
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2026-02-24T12:30:00Z,145384,145387,2026-02-24T12:45:00Z,2026-02-24T13:30:00Z,5157.14,5142.14,1500,3,1500,500,0,tp,4,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.93
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2026-02-25T11:00:00Z,145474,145474,2026-02-25T11:15:00Z,2026-02-25T11:15:00Z,5167.39,5152.39,1500,3,1500,500,0,tp,1,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2026-03-02T21:45:00Z,145997,146001,2026-03-02T22:00:00Z,2026-03-02T23:00:00Z,5322.13,5327.13,-500,-1,1500,500,0,sl,5,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,1
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,long,2026-04-06T22:00:00Z,149354,149356,2026-04-06T22:15:00Z,2026-04-06T22:45:00Z,4664.88,4659.88,-500,-1,1500,500,0,sl,3,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.85
gold_spot_echo_neural_mean_reversion,gold_spot,Gold Spot,gold_spot,XAUUSD,mean_reversion,echo_meanrev|sig=2.0|lookback=12|abs=0.75|rsi=0:0.4|tp=1500|sl=500|max_bars=48|one_trade=1|model=neural,short,2026-04-21T01:15:00Z,150711,150715,2026-04-21T01:30:00Z,2026-04-21T02:30:00Z,4817.940000000001,4802.940000000001,1500,3,1500,500,0,tp,5,xauusd_echo_neural_mean_reversion_2026_05,fixed,fixed,custom,0.64
